,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
332,2007 Ford F-150 XLT        ,Ford,F-150,2007,7500.0,104445,15.0,1.8478625113696203,1283.3333333333335,3500.0,0.10488976715502982,5423.965061702616,142.0,7.0,0.04929577464788732,https://cars.ksl.com/listing/6148866?ad_cid=12,                           SALE PENDING                           This truck has got a couple of scratches and a couple of chips in the windshield  but overall I think it is in excellent condition for a 2007   Brand new tires with less than 15 miles on them   Drives great  plenty of power  4x4 SuperCab Styleside 5 1 2 Ft Box XLT 8 Cylinder Engine   5 4 Liter Automatic Transmission 300 Horsepower 365 Ft Lbs Torque 3 73 limited slip axles Dual stage driver   front passenger airbags  Tire pressure monitoring system  Driver   passenger side A pillar grab handles  2nd row grab handles  Cargo lamp integrated w high mount stop light Other Options   Features  ABS  4 Wheel  Power Steering Tilt Wheel CD MP3  Single Disc  Keyless Entry Air Conditioning Power Windows Power Door Locks Cruise Control Rear Parking Sensors Dual Air Bags Hard Tonneau Cover Running Boards Please call between 8am   8pm    
930,2014 Ford Focus ST        ,Ford,Focus,2014,15000.0,77000,30.0,2.5064935064935066,641.6666666666667,11000.0,0.13889353368947693,6815.858329393968,101.0,2.0,0.019801980198019802,https://cars.ksl.com/listing/6143280?ad_cid=12,       15000 OBO  I am selling my 2014 Ford Focus ST  I have loved this car for the past 3 years I have had it  Absolutely fun and super reliable  It is also amazing in the snow I have gone up and down little cottonwood for the past two snow seasons and haven t had a problem  It s finally time to say goodbye to upgrade to a truck  I want something a little more off road worthy lol  This is the ST3 package with the full leather recaros  sunroof  touchscreen head unit  and the alloy stock wheels  I have a few upgrades done to it but have all the original parts still  Brand new summer tires and rims  new brakes and slotted rotors all around  Cat back exhaust  high flow catted down pipe  Cobb cold air intake  Cobb access port  boomba bov  Text me for the full list  It also comes with the stock set of wheels and some winter tires on them  Also has great sound system with 2 12  kicker subs  They are easily removable if you did not want them  they do take up a lot of room  I have babied this thing and made sure all the proper maintenance was done on time or before  The only thing mechanically that I have had to replace was the battery  Call or text anytime at 801 512 1445 thanks     
1624,2013 Chevrolet Suburban LT        ,Chevrolet,Suburban,2013,16900.0,157000,17.0,1.2292993630573248,1132.3529411764705,12900.0,0.4383654929130668,15333.706956767432,23.0,1.0,0.043478260869565216,https://cars.ksl.com/listing/6135930?ad_cid=20,       Chevy suburban in like new condition  All the extra perks     
2602,2002 Chevrolet S-10        ,Chevrolet,S-10,2002,6700.0,78000,16.0,2.4743589743589745,1203.125,2700.0,0.08027618263007254,3958.07333630969,408.0,15.0,0.03676470588235294,https://cars.ksl.com/listing/6123197?ad_cid=8,       Chevy S10 pickup with shell  Brand new remanufactured engine in it  from GM  Installed by a professional mechanic  New all terrain BF Goodrich tires  Recently serviced transmission and a full tune up was done with the engine installation  Does excellent in the snow and offroad  4x4  Fully working AC and heat  Manual windows and locks  Excellent compact truck  but it does have a scrape near the fender and some rust on the wheel  A couple minor exterior cosmetic issues  but functions great     
2557,2005 Toyota Highlander Limited        ,Toyota,Highlander,2005,7800.0,156500,19.0,1.233226837060703,1013.1578947368421,3800.0,0.2118101557898813,7471.246570355256,102.0,2.0,0.0196078431372549,https://cars.ksl.com/listing/6123769?ad_cid=17,       I purchased this car January of 2019 and have enjoyed every second of owning it  It has never given me grief and never showed it s age  it still runs like a dream and handles amazingly  It s a 4WD vehicle  it does phenomenal in the snow it s actually really boring to drive in the snow because of how good it is   It has dual power seats  both heated  all leather interior  3 3 liter V6 engine  I had a  healthy car special  done to it a few months back which consisted of an oil change and filters replaced and a tire rotation  I also replaced the transmission fluid a few months back and got brand new tires  also just a couple months ago  CONS   2 tiny chips in the windshield  they haven t spread in the year I ve owned it  some scratches on the outside due to it s age  and the electronic door locks don t always work in the front doors cheap fix from the research I ve done   The only reason I m selling it is because I m moving out soon and need to cut all expenses to save money  Looking to sell it fast so feel free to contact me and we can set up a time for you to come check it out     
2040,2015 Ford F-150 Lariat        ,Ford,F-150,2015,26999.0,52000,22.0,3.7115384615384617,875.0,22999.0,0.21108736011170806,8417.24519906583,302.0,14.0,0.046357615894039736,https://cars.ksl.com/listing/6130983?ad_cid=23,       PRICED TO SELL   3 5L V6 ECOBOOST  Turbocharged  Four Wheel Drive  Tow Hitch  5th Wheel Hitch  Power Steering  ABS 4 Wheel Disc Brakes  Brake Assist  Aluminum Wheels  Tow Hooks  Heated Mirrors  Power Mirror s  Integrated Turn Signal Mirrors  Power Folding Mirrors  Rear Defrost  Intermittent Wipers  Variable Speed Intermittent Wipers  Privacy Glass  Power Door Locks  Daytime Running Lights  Automatic Headlights  Fog Lamps  AM FM Stereo CD Player  Satellite Radio  MP3 Player  Bluetooth Connection Power Driver Seat Power Passenger Seat  Leather Seats  Split Bench Seat  Heated Front Seat s   Driver Adjustable Lumbar  Passenger Adjustable Lumbar  Seat Memory  Cooled Front Seat s  Pass Through Rear Seat  Rear Bench Seat  Adjustable Steering Wheel  Power Windows  Leather Steering Wheel  Keyless Entry  Power Door Locks  Keyless Start  Cruise Control  Climate Control  Multi Zone A C A C  Woodgrain Interior Trim  Auto Dimming Rearview Mirror  Driver Vanity Mirror  Passenger Vanity Mirror  Driver Illuminated Vanity Mirror  Passenger Illuminated Visor Mirror  Floor Mats  Mirror Memory  Keyless Start  MP3 Player  Steering Wheel Audio Controls  Smart Device Integration  Power Windows  Power Door Locks  Adjustable Pedals Security System  Traction Control  Front Side Air Bag  Tire Pressure Monitor  Driver Air Bag  Passenger Air Bag  Passenger Air Bag Sensor  Driver Restriction Features  Front Head Air Bag  Rear Head Air Bag  Child Safety Locks  Back Up Camera  Call or Text     
484,2002 Chevrolet Corvette 2LT        ,Chevrolet,Corvette,2002,15950.0,66200,19.0,2.915407854984894,1013.1578947368421,11950.0,0.14514508118722486,6661.3018928534475,183.0,4.0,0.02185792349726776,https://cars.ksl.com/listing/6146874?ad_cid=5,       2002 Chevrolet Corvette WINTER special  Get it now  while the prices are good   LOL  This is a low mileage vet that has been well taken car of and garage kept  This is a Texas car  tight and quiet  free of rattles    and is quite nice to drive  I bought it as a gift  and she wants an SUV instead   Go figure  It has the removable tinted glass top  and the original Electric blue top that is in the trunk area  New tires and is very clean  Sounds and runs great  Electric Blue Corvette s in good condition are hard to find  Text is best Salt lake City  Ut  Thanks For Looking  No low ballers  please     
2621,2008 Mitsubishi Lancer GSR        ,Mitsubishi,Lancer,2008,18500.0,106000,24.0,1.820754716981132,802.0833333333334,14500.0,0.21901368582225683,11307.007075300347,518.0,11.0,0.021235521235521235,https://cars.ksl.com/listing/6122911?ad_cid=15,       2008 Evolution GSR AWD recaros  new Vland drl headlights  carbon fiber duck bill trunk  ets intake invidia exhaust  and perrin midpipe  320 fuel pump  2012 side skirts and lip  runs excellent  fun fast car   Comes with Aftermarket 18  Enkei GTC wheels   good tires  new brakes   17 000 o b o   As is  Car has code  Needs AYC diff pump  Or price  18500 with new AYC pump installed   Adam  801 856 5251 no trades checks or scamers    
2579,2010 Buick LaCrosse CXL        ,Buick,LaCrosse,2010,8450.0,94000,19.0,2.0531914893617023,1013.1578947368421,4450.0,0.10115657904544444,5222.404940978281,101.0,4.0,0.039603960396039604,https://cars.ksl.com/listing/6123448?ad_cid=3,       Just in time for winter  a low mile  luxury all wheel drive car  The CXL is the premuim package for the Buick Lacrosse  it has power everything  sunroof  bose system  leather interior with heated and cooled seats  This car travels very well year round  comes with brand new tires  The all wheel drive is not very common  pearl color     
185,2012 Mazda Mazda3 i Touring        ,Mazda,Mazda3,2012,4000.0,152000,25.0,1.269736842105263,770.0,0.0,0.10370202850877193,3920.2590673575132,78.0,2.0,0.02564102564102564,https://cars.ksl.com/listing/6149728?ad_cid=12,       Great car  This is the SkyActiv engine so it gets a bit better gas milage than the normal  I took this into a mechanic and there are a few things worth noting  The rack and pinion is a little jammed or stiff  so the steering is a little harder than normal  but not that bad  The left rear tire is getting low on tread so it makes a noise  Mechanic said it would be find until summer  And lastly  one of the sensors is not working correctly so the ABS  Traction Control  and Check Engine light are all on  But there isn t actually anything wrong any of them  Mechanic said everything is perfectly safe and I have been driving it this way for a few months  This model has bluetooth audio  and a remote unlock key  I added the decals  which I can remove easily if you would rather  I also added LED underglow lights on the driver and passenger seat foot area  Again  this can be removed easily by me if you want  If you are into car audio  this has already been wired for a subwoofer  There is a small dent in one of the doors and some scratching near the right rear wheel  4 000 or best offer  Will upload more photos soon     
2690,2015 Ford Mustang        ,Ford,Mustang,2015,12000.0,57000,21.0,3.3859649122807016,916.6666666666666,8000.0,0.10803965883615747,4562.85626514777,676.0,23.0,0.034023668639053255,https://cars.ksl.com/listing/6121253?ad_cid=8,       This is a bank owned vehicle  Great car with 57k miles  Runs and drives great   I have not noticed anything that needs attention   V6  Has backup camera and remote start  Push button start  Can be seen during normal banking hours Monday through Friday 9 to 5 and potentially other times if I am around   Feel free to call or text with any questions   I don t answer unknown phone numbers  so leave a message if no answer     
2049,2012 Ford Escape        ,Ford,Escape,2012,5499.0,78000,23.0,2.4743589743589745,836.9565217391304,1499.0,0.06257982196888703,3085.5418956265753,286.0,4.0,0.013986013986013986,https://cars.ksl.com/listing/6130932?ad_cid=10,       Price Reduced   Bought myself electric car and time to let this go   Just replaced the engine in it about 3 000 miles ago due to a thrown rod    I ve been getting 26 27 miles per gallon on this when driving it to work   Should last a long time without any maintenance   Everything is in great shape   I put on a tow package as well     
1445,2014 Ford Mustang GT Premium        ,Ford,Mustang,2014,21500.0,52529,22.0,3.6741609396714194,875.0,17500.0,0.17272196935952472,6932.598207223984,2181.0,47.0,0.021549747822099955,https://cars.ksl.com/listing/5891608?ad_cid=16,       2014 Ford Mustang GT Premium    this thing roars   Not stock  has Flowmaster Outlaw Catbacks  muffler deletes  Eibach Sportline Suspension springs  rear 2  front 1 3    ROUSH Rear spoiler  Street Scene Chin spoiler  American Muscle 18  wheels with 245 s NITTO tires all around  which were installed roughly 4 month ago  All mods were professionally installed  exterior has been detailed and thing has been babied  always handwashed  Does come with side louvers as well as rear window louvers  Absolutely no trade ins or dealerships  If you have questions please text me  Thank you     
2700,2013 Dodge Durango SXT        ,Dodge,Durango,2013,12000.0,137000,15.0,1.4087591240875912,1283.3333333333335,8000.0,0.22466313629458654,10046.982017401951,69.0,1.0,0.014492753623188406,https://cars.ksl.com/listing/6121061?ad_cid=1,       2013 Dodge Durango  Seats 7 rear entertainment system  tow package  new tires   blue tooth phone  voice command     
3411,2012 Ram 1500 Big Horn        ,Ram,1500,2012,19500.0,40900,16.0,4.71882640586797,1203.125,15500.0,0.16246047284582596,5477.518985998085,110.0,0.0,0.0,https://cars.ksl.com/listing/6104008?ad_cid=21,       2012 Ram 1500 quad cab  excellent condition over all  Runs and drivers like new  super low miles for year  v8 Hemi engine  automatic transmission  newer tires  alloy rims  cruise  tilt  premium sound  interior power source  aux  spray in bed liner  tow package  power sliding rear window  excellent mpg  I can get close to 20 on the freeway  Too much truck for my needs  Call or text for more details     
